seconds,avg_odiff,ci_odiff,avg_ddiff,ci_ddiff
30,0.00,0.00,0.00,0.00
60,0.00,0.00,0.00,0.00
90,0.00,0.00,0.00,0.00
120,0.00,0.00,0.00,0.00
150,0.00,0.00,0.00,0.00
180,0.00,0.00,0.00,0.00
210,0.00,0.00,0.00,0.00
240,0.00,0.00,0.00,0.00
270,0.00,0.00,0.00,0.00
300,0.00,0.00,0.00,0.00
330,0.00,0.00,0.00,0.00
360,0.00,0.00,0.00,0.00
390,0.00,0.00,0.00,0.00
420,0.00,0.00,0.00,0.00
450,0.00,0.00,0.00,0.00
480,0.00,0.00,0.00,0.00
510,0.00,0.00,0.00,0.00
540,0.00,0.00,0.00,0.00
570,0.00,0.00,0.00,0.00
600,0.00,0.00,0.00,0.00
630,0.00,0.00,0.00,0.00
660,0.00,0.00,0.00,0.00
690,0.00,0.00,0.00,0.00
720,0.00,0.00,0.03,0.06
750,0.00,0.00,0.03,0.06
780,0.00,0.00,0.03,0.06
810,0.00,0.00,0.03,0.06
840,0.00,0.00,0.03,0.06
870,0.00,0.00,0.03,0.06
900,0.00,0.00,0.03,0.06
930,0.00,0.00,0.03,0.06
960,0.00,0.00,0.03,0.06
990,0.00,0.00,0.03,0.06
1020,0.00,0.00,0.03,0.06
1050,0.00,0.00,0.43,0.18
1080,0.03,0.06,0.73,0.16
1110,0.03,0.06,0.90,0.14
1140,0.03,0.06,0.97,0.11
1170,0.03,0.06,1.00,0.09
1200,0.07,0.09,1.03,0.06
1230,0.07,0.09,1.03,0.06
1260,0.07,0.09,1.03,0.06
1290,0.07,0.09,1.03,0.06
1320,0.07,0.09,1.03,0.06
1350,0.07,0.09,1.03,0.06
1380,0.13,0.12,1.20,0.14
1410,0.17,0.13,1.50,0.18
1440,0.17,0.13,1.60,0.18
1470,0.17,0.13,1.83,0.16
1500,0.20,0.14,1.97,0.11
1530,0.20,0.14,2.03,0.06
1560,0.20,0.14,2.03,0.06
1590,0.20,0.14,2.03,0.06
1620,0.20,0.14,2.03,0.06
1650,0.20,0.14,2.03,0.06
1680,0.20,0.14,2.03,0.06
1710,0.20,0.14,2.07,0.09
1740,0.20,0.14,2.27,0.16
1770,0.23,0.15,2.50,0.18
1800,0.27,0.16,2.77,0.18
1830,0.30,0.16,2.83,0.16
1860,0.30,0.16,2.93,0.13
1890,0.30,0.16,2.93,0.13
1920,0.30,0.16,3.03,0.06
1950,0.30,0.16,3.03,0.06
1980,0.30,0.16,3.03,0.06
2010,0.30,0.16,3.03,0.06
2040,0.30,0.16,3.03,0.06
2070,0.30,0.16,3.13,0.12
2100,0.33,0.17,3.40,0.18
2130,0.40,0.18,3.60,0.20
2160,0.40,0.18,3.63,0.20
2190,0.40,0.18,3.83,0.16
2220,0.40,0.18,3.90,0.14
2250,0.40,0.18,3.97,0.11
2280,0.40,0.18,4.03,0.06
2310,0.40,0.18,4.03,0.06
2340,0.40,0.18,4.03,0.06
2370,0.40,0.18,4.03,0.06
2400,0.40,0.18,4.13,0.12
2430,0.43,0.18,4.27,0.16
2460,0.43,0.18,4.43,0.20
2490,0.43,0.18,4.53,0.20
2520,0.43,0.18,4.67,0.19
2550,0.43,0.18,4.77,0.18
2580,0.43,0.18,4.87,0.15
2610,0.43,0.18,5.03,0.06
2640,0.43,0.18,5.03,0.06
2670,0.43,0.18,5.03,0.06
2700,0.43,0.18,5.03,0.06
2730,0.43,0.18,5.10,0.11
2760,0.43,0.18,5.13,0.12
2790,0.43,0.18,5.20,0.14
2820,0.43,0.18,5.47,0.20
2850,0.43,0.18,5.53,0.20
2880,0.43,0.18,5.63,0.20
2910,0.43,0.18,5.73,0.18
2940,0.43,0.18,5.90,0.14
2970,0.47,0.18,6.00,0.09
3000,0.47,0.18,6.03,0.06
3030,0.47,0.18,6.03,0.06
3060,0.47,0.18,6.10,0.11
3090,0.47,0.18,6.10,0.11
3120,0.47,0.18,6.13,0.12
3150,0.47,0.18,6.27,0.18
3180,0.47,0.18,6.40,0.20
3210,0.50,0.18,6.53,0.20
3240,0.53,0.18,6.67,0.19
3270,0.53,0.18,6.83,0.16
3300,0.53,0.18,6.90,0.14
3330,0.57,0.20,7.00,0.09
3360,0.57,0.20,7.03,0.06
3390,0.57,0.20,7.03,0.06
3420,0.57,0.20,7.07,0.09
3450,0.57,0.20,7.10,0.11
3480,0.57,0.20,7.20,0.14
3510,0.57,0.20,7.27,0.16
3540,0.57,0.20,7.33,0.17
3570,0.57,0.20,7.50,0.20
3600,0.57,0.20,7.73,0.18

time +odiff>0:
2725.40 (+/- 341.09) min=1074
+odiff_times=[1375, 1373, 3600, 3600, 3210, 3600, 1396, 3600, 2430, 1776, 3600, 3600, 3600, 3600, 1748, 1485, 3600, 2073, 1185, 2120, 3600, 3600, 3600, 2959, 3600, 3600, 1074, 3230, 1808, 2120]
#odiffs=[1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 2, 1]
#ddiffs=[8, 8, 8, 8, 8, 8, 8, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 8, 7, 8, 8, 8, 8, 7, 8, 8, 7, 8, 7, 9]
